date,PM10,PM25,PM1,temp_c,dewpoint_c,humidity,pressure_hpa,site,location
2026-02-14,66.8568838028169,58.358397887323946,37.86264084507042,40.17605633802817,15.60054773082942,24.098591549295776,967.099647887324,SITE 10,INT
2026-02-15,28.112496542185337,25.858782849239283,17.518236514522822,35.5540187490395,18.705240510219767,37.82710926694329,970.1274827109268,SITE 10,INT
2026-02-16,43.84405386740332,33.72706491712707,19.309495856353593,34.990024554941684,13.35558624923266,30.667127071823206,971.5751933701657,SITE 10,INT
2026-02-17,54.40605809128631,41.24760027662517,21.262199170124482,35.043030582449674,7.280620869832488,19.43015214384509,971.0776901798064,SITE 10,INT
2026-02-18,82.51507607192255,64.16550484094053,35.12930152143845,34.89088673735977,6.060396496081144,17.96957123098202,969.7733886583679,SITE 10,INT
2026-02-19,61.972752420470265,49.678817427385894,29.69827109266943,35.395727677885354,5.3788228062086985,16.836791147994468,969.2135961272477,SITE 10,INT
2026-02-20,69.66254143646408,58.98852900552486,36.6553591160221,35.27547575199509,6.43646408839779,18.08011049723757,970.0881491712706,SITE 10,INT
2026-02-21,67.7073928077455,57.871556016597516,36.29957123098202,35.96972491163363,8.630705394190871,19.79944674965422,970.7813139695712,SITE 10,INT
2026-02-22,61.38827312138728,52.89257225433526,33.00585260115607,35.71772639691715,5.336384071933205,16.534682080924856,970.0733815028902,SITE 10,INT
2026-02-23,50.74615491009682,43.4531673582296,28.22175656984786,36.30705394190871,5.912094667281389,16.549100968188107,968.1937897648686,SITE 10,INT
2026-02-24,57.358395573997235,49.08957814661134,31.81015214384509,36.218687567235285,7.335945904410634,17.789764868603044,967.2132226832642,SITE 10,INT
2026-02-25,54.208665283540796,45.25311203319502,29.009405255878285,36.40771476871062,10.896726602120793,22.07607192254495,968.0356154910097,SITE 10,INT
2026-02-26,52.51245165745856,43.27883977900552,26.729709944751384,36.741866175567836,12.764732965009209,24.689226519337016,968.8780939226519,SITE 10,INT
2026-02-27,47.98497925311203,38.80073997233748,23.877178423236515,36.70508682956816,16.955586291685876,31.69432918395574,968.8672475795298,SITE 10,INT
2026-02-28,40.71721300138312,33.62510373443983,20.963547717842324,37.071615183648376,18.39634240049178,34.178423236514526,968.2794605809129,SITE 10,INT
2026-03-01,42.30056016597511,34.65097510373444,21.729426002766253,36.83725218994929,15.739203934224681,30.027662517289073,967.5397233748271,SITE 10,INT
2026-03-02,36.85395718232044,31.052582872928177,19.726540055248616,34.50890116635973,16.699662369551874,35.35497237569061,969.3059806629834,SITE 10,INT
2026-03-03,44.41953521126761,35.79996478873239,21.678838028169015,35.75899843505478,13.358372456964007,27.13943661971831,969.5406056338028,SITE 10,INT
2026-03-04,45.30349930843707,36.41843015214385,22.679446749654222,37.77163055171354,14.794836330106042,26.976486860304288,968.7564315352697,SITE 10,INT
2026-03-05,38.234799446749655,32.76101659751038,21.601701244813277,37.96603657599508,17.994467496542185,31.918395573997234,969.0478146611341,SITE 10,INT
2026-03-06,36.481791147994464,31.773271092669432,21.162026279391426,38.31028123559244,19.124020285846015,33.65145228215768,967.4017842323651,SITE 10,INT
2026-03-07,43.336081081081076,37.84773388773388,25.200332640332643,33.78031878031878,19.455994455994457,43.26195426195426,968.4759043659043,SITE 10,INT
2026-03-08,80.08896265560166,73.45511065006916,41.66747579529737,36.49070232057784,19.061011218687568,37.83402489626556,967.8268326417705,SITE 10,INT
2026-03-09,80.14211618257261,74.16414937759336,46.09132088520055,38.1673582295989,19.83940371907177,36.41078838174274,968.1109681881051,SITE 10,INT
2026-03-10,39.15764868603043,33.888852005532506,22.422489626556015,37.77700937451975,18.87582603350238,34.468879668049794,967.9343291839558,SITE 10,INT
2026-03-11,46.991860304287684,39.38367911479945,25.908603042876898,36.58982634086369,19.70416474565852,38.2655601659751,968.4009958506225,SITE 10,INT
2026-03-12,56.913817427385894,46.7567081604426,28.37914937759336,37.96296296296296,20.061472260642386,36.80221300138312,967.968284923928,SITE 10,INT
2026-03-13,34.45797091412742,30.777963988919666,20.773885041551246,38.55493998153278,19.652200677131425,34.70637119113574,967.9022576177287,SITE 10,INT
2026-03-14,34.33266990291262,30.523980582524274,20.804119278779474,38.935891508707044,18.43350285097858,31.789181692094314,966.8499861303744,SITE 10,INT
2026-03-15,46.694361997226075,39.11144244105409,25.403099861303744,38.35028509785792,18.769456002465713,32.81414701803051,967.9338557558947,SITE 10,INT
2026-03-16,40.595878164556964,34.639865506329116,22.92223892405063,39.18952180028129,16.319444444444443,28.72626582278481,968.1166455696202,SITE 10,INT
2026-03-17,42.57114825581395,36.352739825581395,24.28140988372093,38.01760335917313,17.44670542635659,30.745639534883722,968.5449273255814,SITE 10,INT
2026-03-18,33.710429958391124,30.24223300970874,20.48876560332871,38.0775157959624,18.483587609801205,32.71151178918169,967.9511095700416,SITE 10,INT
2026-03-19,37.236157601115764,32.612259414225946,22.181039051603907,38.11870447853712,18.926080892608088,33.500697350069736,967.4437238493724,SITE 10,INT
2026-03-20,29.837649930264995,27.373277545327753,18.754665271966527,38.2155586548892,20.048039671470637,35.87866108786611,966.8729288702929,SITE 10,INT
2026-03-21,32.37214086471409,29.585188284518832,20.337147838214786,39.05547807221447,19.714086471408645,34.05997210599721,966.0171129707113,SITE 10,INT
2026-03-22,37.335990237099026,32.67122733612273,22.435041841004182,38.79125987912599,20.385867038586706,35.35285913528591,966.2871687587169,SITE 10,INT
