datetime,PM10,PM25,PM1,temp_c,dewpoint_c,humidity,pressure_hpa,site,location
2025-12-01 00:00:00,50.34216666666667,41.2375,27.011833333333335,34.18518518518519,19.444444444444446,42.1,965.8866666666667,SITE 5,INT
2025-12-01 01:00:00,47.1155,38.802,25.182166666666667,33.870370370370374,19.5,43.43333333333333,965.365,SITE 5,INT
2025-12-01 02:00:00,42.243833333333335,35.3945,22.994500000000002,33.333333333333336,19.444444444444446,44.0,964.9586666666667,SITE 5,INT
2025-12-01 03:00:00,38.960166666666666,33.729,22.239500000000003,33.166666666666664,19.27777777777778,44.36666666666667,964.8116666666666,SITE 5,INT
2025-12-01 04:00:00,43.46233333333334,36.646499999999996,24.1085,32.77777777777778,19.35185185185185,45.7,965.1830000000001,SITE 5,INT
2025-12-01 05:00:00,52.36083333333333,44.265,29.118666666666666,32.75925925925926,19.61111111111111,46.43333333333333,965.7883333333334,SITE 5,INT
2025-12-01 06:00:00,66.8891935483871,55.63177419354839,37.52112903225807,32.25806451612903,19.265232974910397,46.516129032258064,966.4409677419354,SITE 5,INT
2025-12-01 07:00:00,53.739000000000004,43.390166666666666,28.255666666666666,31.740740740740744,19.240740740740744,47.7,967.079,SITE 5,INT
2025-12-01 08:00:00,40.273,33.95483333333333,21.702333333333332,31.722222222222225,18.64814814814815,46.43333333333333,967.6263333333334,SITE 5,INT
2025-12-01 09:00:00,34.87283333333333,30.647166666666667,19.893166666666666,32.22222222222222,18.203703703703702,43.93333333333333,967.879,SITE 5,INT
2025-12-01 10:00:00,34.85583333333333,30.71033333333333,20.061666666666667,32.87037037037037,18.685185185185187,43.46666666666667,967.8066666666667,SITE 5,INT
2025-12-01 11:00:00,33.260666666666665,29.341666666666665,19.23983333333333,33.88888888888889,19.185185185185183,42.4,967.2403333333333,SITE 5,INT
2025-12-01 12:00:00,29.839833333333335,27.137666666666668,17.788333333333334,34.7962962962963,19.074074074074076,40.0,966.3976666666666,SITE 5,INT
2025-12-01 13:00:00,30.58645161290323,27.746451612903225,18.166451612903224,35.66308243727599,18.512544802867385,36.74193548387097,965.6425806451614,SITE 5,INT
2025-12-01 14:00:00,30.294666666666668,27.50183333333333,18.049333333333333,36.48148148148149,17.944444444444446,33.733333333333334,964.9776666666666,SITE 5,INT
2025-12-01 15:00:00,36.94783333333333,31.884833333333333,20.696166666666667,36.64814814814815,17.537037037037035,32.6,964.5393333333334,SITE 5,INT
2025-12-01 16:00:00,39.207166666666666,33.49766666666667,21.96333333333333,36.537037037037045,17.240740740740744,32.333333333333336,964.4156666666667,SITE 5,INT
2025-12-01 17:00:00,45.366,37.57183333333333,24.3925,36.537037037037045,17.87037037037037,33.53333333333333,964.7099999999999,SITE 5,INT
2025-12-01 18:00:00,62.3635,50.06883333333334,32.631499999999996,36.57407407407408,17.888888888888893,33.46666666666667,965.4483333333334,SITE 5,INT
2025-12-01 19:00:00,50.61033333333333,41.00866666666666,26.766000000000002,35.57407407407407,18.092592592592595,35.93333333333333,966.7206666666666,SITE 5,INT
2025-12-01 20:00:00,80.87903225806451,70.49725806451613,44.267580645161296,35.53763440860215,18.369175627240146,36.74193548387097,967.4793548387097,SITE 5,INT
