date,PM10,PM25,PM1,temp_c,dewpoint_c,humidity,pressure_hpa,site,location
2025-12-01,56.84118257261411,50.101715076071926,31.534239280774553,36.04349162440449,20.03457814661134,40.19502074688797,971.1646611341632,SITE 3,INT
2025-12-02,49.97492967651196,44.48165963431786,28.14601969057665,36.06579152992655,20.128926394749183,40.36849507735584,971.0459493670886,SITE 3,INT
2025-12-03,56.365580912863074,51.15407330567081,31.62237897648686,36.01736591363148,14.067158444751808,29.30290456431535,972.0412033195021,SITE 3,INT
2025-12-04,69.21927385892117,62.4986030428769,38.53517289073306,35.12832334409098,11.134931612110035,24.798063623789766,972.5864177040111,SITE 3,INT
2025-12-05,119.68728851963746,110.85700906344411,70.91815709969788,34.706277274253104,10.108257804632428,25.00453172205438,973.0438217522659,SITE 3,INT
2025-12-06,181.22327800829876,165.34430152143844,95.63596818810511,34.157061625941296,10.291224834793299,25.997233748271093,973.0042738589211,SITE 3,INT
2025-12-07,154.00372752420472,139.83480636237897,80.94250345781467,34.09328415552482,10.300445673889659,25.661134163208853,973.0036791147995,SITE 3,INT
2025-12-08,135.24498616874135,124.31483402489627,74.95316735822959,34.45750729983095,10.231289380666974,25.153526970954356,973.2174135546334,SITE 3,INT
2025-12-09,103.27116874135545,92.56377593360996,56.15231673582296,34.13631473797449,12.516520670047642,28.482710926694327,974.1287690179806,SITE 3,INT
2025-12-10,168.38994467496542,153.80424619640388,89.45878284923927,34.48593822037806,15.42415859843246,33.82295988934993,974.0007330567082,SITE 3,INT
2025-12-11,108.25960580912864,99.26141770401107,62.100145228215766,35.5824496695866,15.602428154295376,32.076071922544955,973.1472199170124,SITE 3,INT
2025-12-12,93.57437067773168,82.90894882434301,51.09993775933609,34.91163362532657,15.899031811894883,34.21576763485477,971.9509820193639,SITE 3,INT
2025-12-13,88.90517955801104,80.68813535911602,49.33046961325967,36.23618784530387,17.78391651319828,35.2914364640884,971.7700138121547,SITE 3,INT
2025-12-14,51.45840361445783,45.43833333333333,27.534036144578316,35.535475234270415,19.61624274877287,40.178714859437754,972.4625100401606,SITE 3,INT
2025-12-15,99.22825,82.536,45.62375,28.97222222222222,19.34722222222222,56.8,976.85075,SITE 3,INT
2025-12-16,126.22741486068112,114.55583591331268,65.37947368421052,31.766425868593053,13.21293429652563,33.297213622291025,974.8665944272445,SITE 3,INT
2025-12-17,170.79125668449197,157.00117647058823,88.90923796791444,36.10516934046346,12.632204396910279,25.483957219251337,972.7703475935829,SITE 3,INT
2025-12-18,93.79933168316832,82.08358910891089,42.931311881188115,31.30913091309131,9.983498349834983,27.801980198019802,974.540198019802,SITE 3,INT
2025-12-19,79.34397668393783,72.98160621761659,46.99284974093265,35.92112838226828,10.038860103626943,21.55699481865285,973.4345336787565,SITE 3,INT
2025-12-20,55.88713141025641,50.33072115384615,28.906490384615388,36.86609686609687,9.011752136752138,19.272435897435898,972.8041346153847,SITE 3,INT
2025-12-21,141.72,130.0188888888889,81.29166666666667,28.590534979423868,10.123456790123456,32.129629629629626,973.3937037037037,SITE 3,INT
2025-12-22,253.2715536723164,230.0808474576271,131.78974576271187,34.10546139359699,13.041431261770246,28.24858757062147,972.3635593220339,SITE 3,INT
2025-12-23,97.7365560165975,88.38921853388658,55.23954356846473,33.41094206239435,12.710926694329183,29.456431535269708,972.1137482710926,SITE 3,INT
2025-12-24,81.27283540802213,73.08303596127249,46.905255878284926,33.829721838020596,14.734132472721683,32.31673582295989,972.2342047026278,SITE 3,INT
2025-12-25,73.04235822959889,63.67410788381742,41.042807745504845,34.80789918549255,18.111264791762718,38.01244813278009,972.9745366528354,SITE 3,INT
2025-12-26,102.07276625172891,91.10695020746887,56.555712309820194,34.748732134624255,16.475334255417245,34.90041493775934,973.4610926694329,SITE 3,INT
2025-12-27,103.76317427385891,93.6000345781466,56.64427385892116,34.45059167050868,14.236975564776396,31.002766251728907,973.5232365145229,SITE 3,INT
2025-12-28,138.569785615491,124.26578838174272,64.72684647302904,33.326417704011064,11.579068695251268,27.831258644536653,973.7912586445366,SITE 3,INT
2025-12-29,191.92238227146814,161.45173822714682,80.27895429362881,33.34564481378886,11.662819329024316,27.912742382271468,973.9538227146815,SITE 3,INT
2025-12-30,146.23956643356644,135.66853146853146,83.47148251748251,34.950271950271954,16.905205905205907,34.87132867132867,974.9643216783217,SITE 3,INT
2025-12-31,156.04774441340783,139.75518854748603,77.84672486033519,35.24286157666046,17.32697082557418,35.89525139664804,974.2004608938548,SITE 3,INT
2026-01-01,95.73855446927374,87.00701815642458,55.88034916201118,34.47548106765984,14.368404717566728,31.202513966480446,972.928407821229,SITE 3,INT
2026-01-02,70.9535405027933,62.43401536312849,39.40213687150838,35.0512104283054,18.025294847920545,37.574022346368714,973.1430446927375,SITE 3,INT
2026-01-03,76.57024079320112,67.0338597733711,42.89633852691218,35.2093169656909,18.63865281712307,38.58356940509915,973.4274645892352,SITE 3,INT
2026-01-04,45.38482541899441,37.574392458100554,24.57298882681564,35.38330229671012,19.277622594661704,39.36731843575419,973.6354748603352,SITE 3,INT
2026-01-05,53.14538194444445,45.093159722222225,29.841458333333332,35.84336419753087,19.69521604938272,39.763888888888886,973.0533194444445,SITE 3,INT
2026-01-06,68.96700138504156,60.71886426592798,40.20576869806094,35.31163434903047,19.028931979070485,38.96537396121884,972.8569252077561,SITE 3,INT
2026-01-07,81.42417597765363,71.7415782122905,43.94328910614525,35.07526381129733,16.001707014276846,33.64804469273743,973.2291480446927,SITE 3,INT
2026-01-08,44.48041958041958,38.435930069930066,24.547797202797202,32.65268065268065,11.101787101787103,26.914685314685315,975.4078741258742,SITE 3,INT
2026-01-09,81.00585074626865,70.09107462686566,45.43520895522388,32.16749585406302,11.91542288557214,29.429850746268656,974.3774328358209,SITE 3,INT
2026-01-10,64.10884078212291,55.87032122905028,36.11858938547486,33.57852265673495,9.267535692116699,23.16899441340782,973.6257541899441,SITE 3,INT
