datetime,PM10,PM25,PM1,temp_c,dewpoint_c,humidity,pressure_hpa,site,location
2025-12-01 00:00:00,46.985,39.76200000000001,25.7265,30.462962962962965,20.222222222222225,54.8,966.4816666666667,SITE 5,EXT
2025-12-01 01:00:00,45.356,38.0315,24.24233333333333,29.703703703703702,20.203703703703702,57.2,965.9793333333333,SITE 5,EXT
2025-12-01 02:00:00,38.61209677419355,33.821290322580644,21.816774193548387,29.480286738351257,20.03584229390681,57.193548387096776,965.5796774193549,SITE 5,EXT
2025-12-01 03:00:00,35.55133333333333,32.042833333333334,20.654833333333332,29.240740740740744,19.944444444444446,57.733333333333334,965.4196666666667,SITE 5,EXT
2025-12-01 04:00:00,38.27133333333334,33.724833333333336,21.743333333333332,29.092592592592595,20.037037037037035,58.766666666666666,965.7673333333333,SITE 5,EXT
2025-12-01 05:00:00,46.36383333333333,39.025,25.069666666666667,28.740740740740744,19.944444444444446,59.43333333333333,966.4013333333334,SITE 5,EXT
2025-12-01 06:00:00,59.4325,49.104,32.051,28.685185185185183,19.87037037037037,59.3,967.0643333333334,SITE 5,EXT
2025-12-01 07:00:00,51.48416666666667,42.32216666666667,27.1855,29.092592592592595,20.0,58.333333333333336,967.7083333333334,SITE 5,EXT
2025-12-01 08:00:00,35.274,31.389166666666664,20.076666666666668,30.518518518518523,19.27777777777778,51.5,968.222,SITE 5,EXT
2025-12-01 09:00:00,29.94066666666667,27.348166666666668,17.711166666666667,31.240740740740744,18.592592592592595,47.3,968.4843333333333,SITE 5,EXT
2025-12-01 10:00:00,29.698,27.397666666666666,17.868499999999997,32.88888888888889,19.25925925925926,44.63333333333333,968.4076666666666,SITE 5,EXT
2025-12-01 11:00:00,27.293870967741935,25.313709677419357,16.443548387096776,34.60573476702509,19.749103942652333,41.935483870967744,967.8006451612903,SITE 5,EXT
2025-12-01 12:00:00,24.241333333333333,22.849833333333333,14.846833333333333,36.24074074074075,19.574074074074076,37.9,966.9176666666666,SITE 5,EXT
2025-12-01 13:00:00,26.355,24.665833333333335,16.200166666666668,37.166666666666664,18.814814814814817,34.5,966.1453333333334,SITE 5,EXT
2025-12-01 14:00:00,25.879666666666665,24.450166666666668,15.975333333333333,38.05555555555556,18.27777777777778,31.7,965.4196666666667,SITE 5,EXT
2025-12-01 15:00:00,30.358333333333334,28.1655,18.403833333333335,37.166666666666664,17.925925925925927,32.4,965.0166666666667,SITE 5,EXT
2025-12-01 16:00:00,32.38016666666667,29.738833333333332,19.259666666666664,35.96296296296296,17.444444444444446,33.86666666666667,964.9123333333333,SITE 5,EXT
2025-12-01 17:00:00,41.758833333333335,35.72933333333334,23.059,34.38888888888889,18.074074074074076,38.3,965.1650000000001,SITE 5,EXT
2025-12-01 18:00:00,57.79533333333333,46.7825,30.149166666666666,33.51851851851852,17.962962962962965,39.96666666666667,965.9486666666667,SITE 5,EXT
2025-12-01 19:00:00,48.727999999999994,40.37683333333334,25.971833333333333,32.92592592592593,18.77777777777778,43.56666666666667,967.2616666666667,SITE 5,EXT
2025-12-01 20:00:00,78.79033333333334,69.56016666666666,42.6155,33.111111111111114,19.370370370370374,44.56666666666667,968.0173333333333,SITE 5,EXT
