datetime,PM10,PM25,PM1,temp_c,dewpoint_c,humidity,pressure_hpa,site,location
2026-02-14 14:00:00,30.121923076923075,27.891923076923078,18.618076923076924,38.80341880341881,14.18803418803419,23.53846153846154,966.2038461538461,SITE 10,EXT
2026-02-14 15:00:00,45.930166666666665,41.77133333333334,24.824333333333335,42.18518518518519,13.185185185185187,18.033333333333335,965.5753333333333,SITE 10,EXT
2026-02-14 16:00:00,32.585,30.04866666666667,20.5965,41.351851851851855,12.38888888888889,18.066666666666666,965.2983333333334,SITE 10,EXT
2026-02-14 17:00:00,34.92966666666666,31.505333333333333,21.367,40.7962962962963,12.462962962962964,18.7,965.3816666666667,SITE 10,EXT
2026-02-14 18:00:00,62.772666666666666,53.26116666666667,35.5285,39.407407407407405,12.962962962962964,20.766666666666666,965.992,SITE 10,EXT
2026-02-14 19:00:00,94.52338709677419,88.79064516129033,57.839838709677416,38.01075268817205,14.39068100358423,24.548387096774192,966.9251612903225,SITE 10,EXT
2026-02-14 20:00:00,94.59983333333334,89.627,58.939166666666665,37.0,13.74074074074074,24.933333333333334,967.8516666666667,SITE 10,EXT
2026-02-14 21:00:00,88.75583333333334,81.141,51.87316666666666,36.14814814814815,14.018518518518517,26.733333333333334,968.544,SITE 10,EXT
2026-02-14 22:00:00,47.30333333333333,40.242,26.540666666666667,35.18518518518519,14.074074074074074,28.333333333333332,968.6943333333334,SITE 10,EXT
2026-02-14 23:00:00,35.6265,32.14483333333333,21.282500000000002,34.18518518518519,13.925925925925926,29.566666666666666,968.6866666666666,SITE 10,EXT
2026-02-15 00:00:00,35.3545,32.0915,21.534499999999998,32.87037037037037,14.833333333333334,34.03333333333333,968.3216666666667,SITE 10,EXT
2026-02-15 01:00:00,40.89883333333333,35.51266666666666,23.591333333333335,31.833333333333332,16.11111111111111,39.03333333333333,968.1466666666668,SITE 10,EXT
2026-02-15 02:00:00,36.17967741935484,32.740645161290324,22.09983870967742,30.87813620071685,16.810035842293907,42.83870967741935,968.3403225806452,SITE 10,EXT
2026-02-15 03:00:00,31.9445,30.18566666666667,20.63266666666667,30.444444444444446,16.77777777777778,44.2,968.4733333333334,SITE 10,EXT
2026-02-15 04:00:00,30.078,28.176166666666667,18.968833333333336,29.833333333333332,16.90740740740741,46.233333333333334,968.524,SITE 10,EXT
2026-02-15 05:00:00,27.9815,26.979666666666667,18.492166666666666,29.444444444444446,17.166666666666668,47.733333333333334,968.7080000000001,SITE 10,EXT
2026-02-15 06:00:00,36.20816666666666,32.942166666666665,22.1155,28.944444444444446,17.203703703703702,49.5,969.26,SITE 10,EXT
2026-02-15 07:00:00,48.076,40.4995,26.315,29.333333333333332,17.574074074074073,49.733333333333334,969.9240000000001,SITE 10,EXT
2026-02-15 08:00:00,29.552166666666665,27.889166666666664,18.772,30.814814814814817,18.12962962962963,47.3,970.5266666666666,SITE 10,EXT
2026-02-15 09:00:00,25.67854838709677,24.774516129032257,16.73483870967742,32.45519713261648,18.942652329749105,45.193548387096776,970.9370967741935,SITE 10,EXT
2026-02-15 10:00:00,23.580666666666666,22.6725,15.324833333333334,32.98148148148148,19.0,44.13333333333333,971.1596666666667,SITE 10,EXT
2026-02-15 11:00:00,25.415333333333333,24.615333333333336,16.883,35.166666666666664,19.27777777777778,39.6,970.746,SITE 10,EXT
2026-02-15 12:00:00,27.073833333333333,26.110166666666665,17.91916666666667,37.44444444444444,19.092592592592595,34.266666666666666,969.7863333333333,SITE 10,EXT
2026-02-15 13:00:00,27.0065,25.98116666666667,17.90666666666667,39.2037037037037,18.5,30.166666666666668,968.9060000000001,SITE 10,EXT
2026-02-15 14:00:00,26.065333333333335,24.960833333333333,17.373,39.88888888888889,18.222222222222225,28.6,967.9363333333333,SITE 10,EXT
2026-02-15 15:00:00,32.36633333333334,28.0155,17.458000000000002,38.62962962962963,17.11111111111111,28.533333333333335,967.4846666666667,SITE 10,EXT
2026-02-15 16:00:00,36.54806451612903,32.163387096774194,21.031774193548387,31.218637992831543,18.745519713261647,48.32258064516129,969.0558064516129,SITE 10,EXT
2026-02-15 17:00:00,51.12133333333334,43.98516666666667,28.971666666666668,31.48148148148148,20.0,50.9,969.269,SITE 10,EXT
2026-02-15 18:00:00,18.679,18.052833333333336,12.415,28.425925925925927,18.333333333333332,54.9,969.8439999999999,SITE 10,EXT
2026-02-15 19:00:00,19.617,18.985166666666665,13.147,28.203703703703706,17.61111111111111,52.96666666666667,970.5693333333334,SITE 10,EXT
2026-02-15 20:00:00,25.233666666666668,24.165833333333335,16.328666666666667,27.11111111111111,18.222222222222225,58.766666666666666,972.6003333333333,SITE 10,EXT
2026-02-15 21:00:00,35.85766666666667,32.24316666666667,21.930999999999997,27.48148148148148,19.074074074074076,60.9,973.8073333333334,SITE 10,EXT
2026-02-15 22:00:00,27.371166666666667,26.215,17.727500000000003,27.64814814814815,19.62962962962963,62.13333333333333,974.8993333333333,SITE 10,EXT
2026-02-15 23:00:00,28.535,27.198870967741936,18.230483870967742,27.77777777777778,19.928315412186382,62.354838709677416,974.3167741935483,SITE 10,EXT
2026-02-16 00:00:00,40.466166666666666,36.915166666666664,24.141000000000002,27.77777777777778,19.98148148148148,62.63333333333333,972.564,SITE 10,EXT
2026-02-16 01:00:00,51.774166666666666,47.510999999999996,31.397,28.203703703703706,19.796296296296298,60.733333333333334,970.8433333333334,SITE 10,EXT
2026-02-16 02:00:00,40.389333333333326,35.36633333333334,23.49566666666667,28.333333333333336,19.703703703703702,60.233333333333334,970.1216666666667,SITE 10,EXT
2026-02-16 03:00:00,33.10033333333333,30.731333333333335,20.274333333333335,28.333333333333336,19.925925925925927,60.766666666666666,970.4266666666666,SITE 10,EXT
2026-02-16 04:00:00,32.113166666666665,30.264166666666664,20.3345,28.333333333333336,19.0,58.03333333333333,970.6893333333334,SITE 10,EXT
2026-02-16 05:00:00,44.99166666666667,39.11266666666667,26.20266666666667,28.018518518518523,17.925925925925927,54.53333333333333,971.0509999999999,SITE 10,EXT
